	OPEN - AAA	CLOSE - AAA	VOLUME - AAA	High - AAA	Low - AAA	DIVIDEND - AAA	MARKET CAP - AAA	OPEN - BBB	CLOSE - BBB	VOLUME - BBB	High - BBB	Low - BBB	DIVIDEND - BBB	MARKET CAP - BBB	OPEN - CCC	CLOSE - CCC	VOLUME - CCC	High - CCC	Low - CCC	DIVIDEND - CCC	MARKET CAP - CCC	OPEN - DDD	CLOSE - DDD	VOLUME - DDD	High - DDD	Low - DDD	DIVIDEND - DDD	MARKET CAP - DDD	OPEN - EEE	CLOSE - EEE	VOLUME - EEE	High - EEE	Low - EEE	DIVIDEND - EEE	MARKET CAP - EEE	OPEN - FFF	CLOSE - FFF	VOLUME - FFF	High - FFF	Low - FFF	DIVIDEND - FFF	MARKET CAP - FFF
14.01.2017	153,3726851	156,8785726	226236,7027	158,7186817	150,0843393			21,22398002	21,74724492	107381,3217	22,05803387	21,20813479			41,37449287	43,14179662	152808,1169	43,88311293	41,26991575			488,149976	464,9800633	336010,8759	511,711807	450,1675023			188,7786751	200,5502063	122550,1758	202,5939591	188,1098267			3,539753347	3,621427427	145940,845	3,708511671	3,396646012		
15.01.2017	156,5508712	156,8638205	182010,9726	167,8860947	155,2715102			21,32690289	21,50708762	112527,1656	22,52745385	21,05453665			41,5724011	44,45208278	141904,2558	45,14544199	41,02339895			443,4062597	434,0016942	400733,417	449,9659917	420,1737405			201,1596085	206,767842	158350,6484	213,9465412	201,080181			3,607712312	3,514352167	127668,5449	3,618815135	3,456622309		
16.01.2017	156,6964301	155,0500486	224664,2752	158,0390086	153,9234477			21,77674391	22,4973782	127040,1264	23,38752281	21,38581787			43,19439844	42,91395281	151581,7819	44,63718833	41,03094754			439,0114916	430,2018625	309103,8242	447,8256497	409,6959689			204,3458075	211,0392036	146975,0974	217,8177824	202,4040068			3,582642985	3,551496002	145580,6798	3,741026676	3,419510929		
17.01.2017	154,350412	151,0256252	179934,3506	156,1637341	147,5000072			21,78362934	21,93184744	108714,7626	22,82544657	21,09853068			42,68779638	44,18098295	190831,7685	45,36766591	42,25060858			422,0211463	391,4615465	323039,0316	425,4890795	389,6640879			206,627404	223,5469533	163211,7772	225,8374209	196,3853159			3,540512549	3,555024575	145332,3378	3,732490238	3,519033723		
18.01.2017	151,4578045	151,757248	233416,3357	153,2081004	150,5605837			21,50687607	21,70616274	133955,1795	22,35148744	21,24835783			46,46040727	49,53341726	68961,15501	51,69324088	45,27449327			378,0281194	388,3281222	118161,3392	409,8372376	358,7808398			220,5405114	224,6617929	166372,5874	228,723086	220,4453623			3,376510639	3,494351463	156987,4109	3,553948714	3,301433358		
19.01.2017	149,0354887	151,6509273	169953,8221	157,6779972	147,2522343			22,0473194	22,44742401	101390,0007	23,21348837	21,88277351			51,95904843	55,3473119	103523,1902	56,96104089	51,00565874			387,7070228	386,2662411	246519,4666	396,9635977	381,4240068			212,2371705	205,4801896	169698,354	212,7809348	203,4180775			3,477920624	3,505300118	176111,1003	3,612744515	3,35313304		
21.01.2017	149,4775698	144,5078969	198289,8923	159,1016275	143,4293464			22,72793544	22,93600211	129242,0988	23,95671015	21,81856183			57,42098936	55,65396105	148241,829	57,59022652	54,24179303			391,959992	419,5705242	310893,088	427,7203906	375,4647754			204,1018941	190,5253116	156973,564	207,1169371	185,4498547			3,423458764	3,451510366	161728,6962	3,481051767	3,198976471		
22.01.2017	147,0793616	144,6788737	225076,8186	151,3480487	142,8785878			23,1345592	24,07682785	113108,7513	25,11616716	23,11041643			54,27861751	56,46702949	178876,0922	57,98726472	54,21883388			442,1344684	399,3901503	234380,2172	452,4015091	385,959499			182,9503574	191,8131248	171287,5466	192,42852	180,3243198			3,354630672	3,162482675	188967,2156	3,465245539	3,10796443		
23.01.2017	145,3332103	144,9169662	198602,2279	145,6756168	144,309377			24,00727684	23,74088134	123108,4854	24,86857375	23,4618486			56,32902409	58,16980436	120781,8301	58,39053357	55,62649532			379,6147464	360,3988465	223864,6198	396,5282011	332,292093			192,7885702	222,7588536	158181,19	229,362626	187,9297772			3,021413327	3,014493166	178851,6544	3,215019737	2,965028825		
24.01.2017	146,3735628	145,5109151	199396,3507	147,5328905	142,2200768			23,85176266	23,2665421	115241,5657	24,27079944	22,87633752			58,75459807	63,92559388	73406,85072	66,11176745	58,70652879			357,5078434	384,6657013	318489,904	389,0722424	351,7437995			226,332366	218,2889843	159583,1299	233,1228224	215,650118			3,013205969	2,996361543	127305,0843	3,118184209	2,915177589		
25.01.2017	145,1198644	143,1270271	218469,0157	154,0498025	141,7542338			23,48667742	22,87171288	135726,2178	24,45886599	22,30568367			66,38322773	64,46364488	151761,0542	68,36360165	61,32679877			367,6738279	413,9933731	252959,8039	416,9839248	350,6033416			217,4846843	209,6613956	153508,769	223,4624701	201,928223			2,907239466	2,956221723	170994,9192	2,96099709	2,828649964		
26.01.2017	144,5055245	149,3999117	235587,4962	149,5922933	143,9408033			22,8741943	23,12317904	123312,5788	23,63579121	22,22252143			61,97772615	61,53214031	79656,57507	62,0162943	60,57702279			405,0129272	418,2351243	298580,5693	434,7657629	389,0199692			201,8800532	199,4657779	144628,771	202,7738353	194,6272721			3,082657917	3,071271327	136704,7926	3,089096787	3,056559382		
28.01.2017	152,5849651	158,0790814	205299,6434	159,8361602	143,9382244			23,27684605	23,79768387	134591,5115	24,54137425	22,64436697			61,84493212	64,69946102	156314,7122	65,5206708	60,28892646			420,7796871	441,5060964	372481,8157	446,777904	416,3770206			202,7578056	224,7727129	190366,5101	232,3245338	197,7484657			3,490557041	3,577098586	146090,3542	3,58145899	3,279147948		
29.01.2017	156,5974297	153,5491604	173928,9957	159,5446905	151,9459524			23,83306365	23,81729438	128412,2089	24,67152485	22,74605095			63,40862438	61,45116812	155551,5998	63,43096703	59,89576208			427,11657	384,0117825	251996,4273	428,3637384	368,8321606			223,4647429	230,7887086	147677,735	233,9689567	218,7682771			3,363612576	3,442414271	154914,8493	3,491383043	3,331475139		
30.01.2017	154,3411385	155,4221197	186949,402	156,8467749	151,4965841			23,66708332	23,37090431	123003,7545	25,11274915	22,9906			61,49221459	60,76966899	121550,5494	62,99888697	58,67941445			400,808468	398,1883818	276858,0021	406,0378886	397,5289167			235,6668236	245,1953755	128573,0476	251,2665651	226,2053208			3,360455244	3,318349703	146850,4876	3,419343837	3,246183723		
31.01.2017	158,9466146	161,3491256	226079,9276	162,9959431	152,4054761			23,45416209	23,76751874	125566,3629	24,39550627	23,09258708			60,05879005	61,93185683	97744,97819	63,61850336	59,64049973			415,2943064	392,9129269	259055,8995	432,0892698	380,1309035			251,0226324	248,8210367	106558,0955	257,1404566	242,7949513			3,6232418	3,730564178	150757,2211	3,96032356	3,569722813		
01.01.2018	159,2808282	157,0086134	198097,2028	164,3002821	153,2989488			24,71250261	26,00473524	105842,933	27,96259509	24,61986558			65,27797916	67,2091286	177836,8692	67,39349962	65,16356717			399,4427469	383,6726899	207163,9056	415,3743656	372,4838131			249,2772199	249,2209612	151694,0589	249,9863879	242,9373156			3,890208551	3,994983742	120944,0813	4,025784518	3,781317143		
02.01.2018	160,2255274	167,8504555	200824,7579	169,3590779	151,654948			25,34632555	25,08642857	107087,6399	26,30861181	25,03353677			65,18335715	67,96705767	83501,16691	68,04329765	62,66069789			393,7950992	360,1027858	502978,7701	403,5199285	350,5584231			255,7117907	260,2346238	125249,6656	263,7294227	248,2160408			3,902686896	3,991713758	141885,9458	4,08445318	3,867877423		
03.01.2018	169,8978471	167,372121	184620,4013	172,7655913	162,7281432			23,95359423	24,25842203	117762,143	24,82012699	22,62284415			70,28331297	71,28004211	108227,6907	74,32505366	67,58954533			366,1039461	366,0600002	286978,3928	383,2930398	362,8780412			257,2045623	260,5910123	133466,5111	270,2228154	254,7151689			4,108327234	4,076665241	186685,1662	4,17841383	3,981499688		
04.01.2018	168,390003	169,9505871	198864,3957	171,0252504	166,2146183			24,47799596	24,26921176	119285,402	25,59172658	24,0121672			75,21133568	75,76573642	146733,8888	76,62436865	75,2018305			386,3340176	420,638323	304085,0173	424,7260073	379,4923068			263,169259	260,2811167	118116,7044	263,5755382	256,9967442			3,82089652	3,770338147	145058,8444	3,849826212	3,732507847		
05.01.2018	170,2299337	167,2411975	213566,4929	172,8724441	165,247874			24,19550324	24,68497858	101559,9877	24,96054424	23,53625863			78,90245378	81,44013024	160046,0943	82,18390262	74,71161798			412,0047575	390,8962628	421396,2259	417,0720073	381,3165942			272,2556911	265,5568618	123612,5257	272,6964362	262,4805182			3,867471148	3,917788689	156708,3462	3,93020807	3,836206474		
08.01.2018	165,1102066	173,1048159	196756,7069	177,0755955	164,2734287			25,49305357	25,42095169	128615,1691	26,85907764	24,89509469			80,31158741	80,19561278	98513,37108	82,59525641	77,75528828			381,4488122	345,8145938	238453,207	384,7066097	344,5139833			267,4506381	267,605864	153989,2503	268,3031597	261,0141433			3,745294262	3,740283637	139628,1217	3,828456019	3,612838063		
09.01.2018	173,497799	172,3372036	168391,9953	176,0706627	169,2195543			25,35954883	25,83747028	124813,8813	26,48781947	24,62077245			82,01107555	79,76000378	114820,3252	83,13865969	79,38238899			342,3665121	355,7591771	530327,576	363,4861729	341,8464431			272,2794204	270,5515175	169107,0269	278,6910161	266,5658496			3,336472626	3,31112478	130291,5846	3,444776863	3,191597814		
10.01.2018	179,3252601	187,2427811	181808,7546	193,6111974	175,2558805			25,41311949	25,77148902	121122,7217	26,55007825	25,14773878			75,45488135	74,29997339	156190,5315	76,35773928	73,86655477			352,6539177	368,707715	170136,886	373,0611953	338,1674602			254,7059464	264,5624183	130345,8155	268,4376501	245,2838342			3,108574473	3,106214735	125480,2659	3,135111847	3,030771803		
11.01.2018	188,2609625	184,1611628	204520,0065	195,3543613	182,3787045			25,12541664	25,11541003	141034,5305	25,90794654	24,39143085			71,46164611	70,09457783	128431,9421	72,29862601	67,90554043			368,1814175	349,1308102	277339,0841	378,1776369	334,8608356			269,2404106	282,0376922	155441,3218	295,1362082	267,313803			2,871304081	2,816898558	131964,5223	2,915247783	2,801650767		
12.01.2018	183,5858695	184,3358208	209563,7976	192,2162849	178,0086076			24,90641688	24,81016611	113431,2287	25,29909552	24,35082386			70,93997167	71,52600023	99424,48591	73,65423461	70,2789058			346,0389099	348,0044966	252995,1595	366,7806108	335,9373551			289,3732847	279,1601309	153107,0917	293,9243556	275,2288393			2,547367287	2,551978666	104437,3059	2,619435981	2,453448884		
14.01.2018	181,1580928	175,5005794	206242,3017	182,6924294	167,5119852			25,87784595	25,22866448	119146,6177	26,24013756	24,81881116			71,87168664	71,5608398	122070,4219	72,47017047	68,90639024			336,8174494	353,824001	175074,5952	367,5112546	327,1164288			283,9053687	310,2532918	141571,2181	321,5361929	281,0432215			2,602391091	2,654287894	161336,1015	2,760870185	2,545535988		
15.01.2018	175,3579057	182,925593	204326,2002	188,5774571	174,0039287			25,36646273	25,11815051	128481,1136	25,76389628	24,83012476			69,99087746	77,01213942	211343,3923	77,12994211	68,07469299			353,7308188	357,4364306	101589,1135	358,7203097	353,1388202			317,1678234	314,7083038	152060,6786	318,4010847	312,2907907			2,703589653	2,700333653	143327,8973	2,808525587	2,652911038		
16.01.2018	185,2507905	187,2982022	216796,8608	187,6092049	175,304148			24,44094407	24,78787409	131795,6629	25,55586829	24,17230313			72,53157695	77,00652731	129388,8889	77,03198502	70,1044234			346,0667714	345,2614876	178649,1267	353,7424575	335,2800997			310,0638261	293,1024205	133282,0197	319,2570693	287,3132552			3,058385085	3,104525801	146353,7686	3,126706234	2,946658946		
17.01.2018	185,8859152	184,8622156	230129,8954	186,0230101	179,7704783			25,01650783	24,49226681	150097,5758	25,39677258	23,95467671			77,00130062	76,62448909	72733,76113	77,32852148	76,62251558			349,3792477	345,8565841	211092,2211	352,6369445	336,9292078			297,5247787	312,3628296	160478,2396	316,366486	282,8814447			3,594431309	3,600387916	120613,5681	3,622733061	3,576813017		
18.01.2018	184,0232639	187,3414717	185914,1885	192,1087253	173,4579686			24,66849457	24,11841133	104980,0853	25,94496011	23,55877972			80,20447112	80,06299195	104919,894	80,44524586	78,24234527			351,5257573	335,7491945	302385,5024	361,7252557	329,9460097			302,0906893	322,502024	137217,6976	331,1352141	297,1416847			3,795980334	3,794016313	142547,8282	3,814687161	3,610444756		
19.01.2018	186,072768	188,7712381	194629,6089	197,3371997	177,9062812			24,92925226	25,06011009	123088,3558	25,62899594	24,92123236			77,18323333	77,42062337	92109,98602	81,1095131	75,8925315			334,2141418	320,4585057	215807,4972	337,9927482	312,7935373			328,4485156	340,6423448	154086,5421	341,5449012	319,041404			3,504340443	3,465916486	151265,3857	3,508054162	3,40292138		
21.01.2018	189,5515974	185,3309887	186673,5153	198,4477475	184,870177			25,0328509	24,88390707	108003,0175	25,47561421	23,28570276			75,43298677	76,79302177	59136,50365	80,60931824	74,32985776			332,4263684	363,3858871	360648,5802	378,6652709	327,0212699			339,6150686	388,7789946	133739,6346	390,3484114	336,8380438			3,318261635	3,278980864	185221,9129	3,462746723	3,256558086		
22.01.2018	180,2222016	184,6544593	189899,361	189,9105015	177,516502			25,13370744	24,31361948	124650,3588	25,54278259	24,25188849			74,91854808	74,05814487	194541,9094	75,27360595	73,51011083			349,7314844	341,3685056	435943,7541	362,2806416	330,3747838			382,5535079	390,0699366	182817,2549	397,4547117	377,4316848			3,52687727	3,513016785	146777,5629	3,55758455	3,438283249		
23.01.2018	187,0898806	186,5655004	185605,1529	190,7496847	185,0231735			24,54601188	24,30889778	127454,829	24,99603194	24,2195549			76,62348288	76,12342976	186002,9492	78,47017742	75,23008484			351,4193756	353,3880652	252462,4988	364,0930193	348,8036259			394,0889675	386,8447087	150249,4351	397,0198662	362,3345063			3,51354581	3,551070478	158772,0982	3,637128192	3,383864043		
24.01.2018	187,3658741	188,0346463	214001,5978	189,3733823	182,5438753			24,98202895	25,52891829	141719,9054	26,25323324	24,88740086			76,88548134	72,78265069	107526,4235	78,11954429	70,82778856			348,6057791	348,9469218	312788,2059	353,5352019	346,3534124			377,3390416	367,6348955	136318,4825	395,2458197	367,1139625			3,424457171	3,508486007	158488,3092	3,638355321	3,279917552		
25.01.2018	189,7907819	189,6463331	194018,8123	191,3814747	189,0256207			25,45328062	25,60228133	107382,3694	26,15948147	25,42129061			71,27919539	74,21286861	100668,5793	74,28665349	70,21604346			358,6129093	346,6502528	314224,6517	372,3458372	342,1949352			373,0681119	350,4978837	141933,3177	391,844126	338,4716042			3,449705688	3,457222705	158526,1079	3,519312807	3,404514622		
26.01.2018	187,0454952	185,0711477	193450,6258	196,1345734	181,2720675			25,42770843	25,83477962	107681,082	26,00764192	24,07061932			73,23153477	73,96329328	134846,2668	74,53406985	71,51041151			334,9600553	297,3815753	355777,8135	346,4816616	294,8384261			360,4586789	393,0018631	145408,8931	414,9735615	343,4175245			3,340849947	3,342904985	134790,4528	3,512065845	3,331270269		
28.01.2018	184,9922927	181,6031614	187673,3809	193,7983638	180,6953036			24,76051044	24,36310783	120143,8829	25,20483444	24,08578537			71,5707151	73,39822719	193200,6564	76,59499219	70,3306307			299,8157935	307,6099581	371288,8848	307,6464427	292,8613241			377,6947377	405,9217881	142708,5515	407,9287768	370,8554373			3,430311623	3,399707683	176090,3395	3,603241548	3,322600996		
29.01.2018	183,5965988	188,9186961	200492,5636	194,3952476	183,3460152			24,65884165	25,05427214	120879,3471	25,5474818	24,23619554			71,8630636	76,23226337	143425,6543	78,08392723	71,2354785			312,1080283	334,2592579	217514,344	341,0973411	307,8643207			411,4404232	447,429662	129661,0365	449,4732407	391,5906382			3,230438484	3,258049598	151727,8741	3,312205423	3,111045506		
30.01.2018	188,3932386	186,6308093	195308,7769	196,5568797	184,9685877			25,59183828	25,39124518	138068,1319	26,12078498	25,06934101			74,72604093	76,58393806	124229,349	78,21517983	74,70894723			333,1816738	313,2570268	391631,736	339,5854017	310,4898096			468,9328197	485,568171	170908,2554	501,4998628	464,9300471			3,335320519	3,258785729	180390,5218	3,382577406	3,094384614		
31.01.2018	185,888947	191,0572092	193459,5383	191,5156125	183,4719774			25,57765305	25,72074716	137829,6171	27,38004176	25,41161144			72,36572362	70,02165919	148987,9318	72,80547306	69,99255883			317,7959058	309,6749132	261542,282	327,9626359	306,247103			477,1996575	452,3724207	150444,4928	512,584678	434,5456501			3,338517642	3,319760083	149371,4297	3,356403069	3,194836945		
01.01.2019	192,2781311	192,2258875	222991,7427	192,9018081	186,613564			25,75740184	25,22514376	114126,4296	25,82560581	25,08398645			69,4901436	71,56734705	76685,19497	71,78216119	68,82107137			300,616725	277,6188574	318043,2914	301,076238	268,188249			470,3249005	460,5149984	156822,0109	477,4973736	442,9777175			3,179975515	3,260262292	180951,8473	3,301657751	3,081367615		
02.01.2019	195,0261976	192,3647133	203181,4522	198,206375	182,2279011			25,71765438	26,64010226	124665,7195	26,78020167	25,30093163			75,27610175	78,17084795	148704,6094	78,85656634	74,86787827			292,5818063	300,092267	343519,9464	306,0908541	282,8460233			476,6876604	451,0632277	151514,3538	482,6533879	448,783779			2,988570593	3,013199406	166949,798	3,039613166	2,871535183		
03.01.2019	193,2994951	191,4240692	252043,185	202,0163779	182,8407921			26,5016427	25,86443637	95013,89456	27,22765522	25,60307196			75,05329131	75,22239191	149940,7711	77,14888336	73,74896507			306,7021755	296,818615	179277,7897	307,8412219	293,3334853			450,1815989	424,9205836	150134,1232	465,2833299	420,6653502			3,11395763	3,082058604	93810,13934	3,151485114	2,973109087		
04.01.2019	194,6928155	196,0289523	182176,3487	197,5884922	188,9905684			26,02158566	26,1815695	126168,1899	27,33045546	25,39124383			75,47479349	79,34473588	181379,1214	81,50363162	72,5095976			314,0771527	330,5503704	293680,1195	340,0238927	305,052283			423,6509818	389,6776687	160950,8751	432,6169589	387,8654149			3,212853551	3,132261358	180360,9291	3,253107224	3,046958982		
05.01.2019	197,2297137	196,1338752	231910,2191	202,341331	194,1395613			26,16299961	26,17670828	116703,9382	26,19336831	25,46517303			75,3563358	73,02946346	173458,6507	77,54044094	71,99229696			332,5240796	323,5447518	316784,3336	345,5789675	312,2133629			381,5124376	383,6870058	141860,3447	387,9149209	375,1426144			3,027336661	2,98106923	134530,8245	3,103261558	2,950478324		
08.01.2019	195,5491212	192,2612953	189476,1191	205,147233	190,044625			26,42364697	25,54226229	115070,2896	26,95821118	24,82495715			75,03006014	77,55232093	94995,50479	78,03779465	73,30911413			326,25043	316,5100039	246346,9122	337,8104939	303,9117592			392,6572792	444,5037496	175995,5404	449,3828878	371,6817385			2,799611286	2,794756024	184804,5702	2,98176012	2,720259711		
09.01.2019	200,0013945	195,4097295	178170,9492	203,5648511	194,9374631			25,24716197	25,78025912	113485,0686	25,86851128	25,10026515			79,32846067	83,62448466	183039,6649	85,64036114	77,52759837			305,4635918	318,9861614	230753,7903	322,0828332	284,4470154			432,6041174	433,0641307	128647,988	441,9261657	422,4125142			2,526051275	2,469118248	122626,9828	2,599294426	2,452205254		
10.01.2019	192,5762848	190,9965995	193690,4954	196,7741918	185,4054526			25,59631672	24,9760834	109851,0786	25,87572056	24,46628472			80,84203383	85,82094797	143865,3203	86,13800469	78,78987196			312,2827151	289,3495861	214244,0579	321,2496891	288,1923226			426,7072455	444,4403438	115322,5572	457,1816191	423,7122556			2,437207361	2,442859294	128196,395	2,447089426	2,374578529		
11.01.2019	194,0757467	193,8148747	187180,0501	198,9386371	192,8874448			24,68536889	24,55307171	100769,6818	25,3536352	24,16877105			91,26189866	91,9570434	139978,9854	92,67868646	89,01046722			283,2312964	284,7428233	326649,0138	286,7083874	279,4202162			450,1451026	442,821354	181563,5509	461,3581	436,1962114			2,346971194	2,394768947	146963,923	2,413654421	2,336223712		
12.01.2019	195,7936015	196,1791196	219322,0789	201,1629354	188,7540537			23,60904037	23,53225183	135193,0725	24,11124077	22,40516864			91,21748988	88,66740538	132039,1915	91,44720703	85,92595872			293,6152762	259,9852973	363522,4389	305,7662007	250,9154119			440,8890862	413,5822371	112150,5431	450,8069354	404,2122556			2,487168297	2,470537722	179502,8767	2,622041426	2,469772336		
13.01.2019	195,4764353	198,2686145	205083,5103	201,8182461	192,56275			22,92094868	23,14329565	116201,4718	24,2214601	22,50387269			87,53831283	88,42760207	129206,925	88,99269673	86,03865053			262,4461144	269,8906519	376077,6959	273,1812048	259,5227932			397,5331299	428,8193112	179682,5057	438,5841004	391,9529339			2,432081235	2,473377821	167695,4992	2,486512876	2,40977597		
14.01.2019	198,5691834	199,7046073	177220,9226	204,1810528	188,8872996			23,43837341	24,56390271	113265,2388	25,14432451	21,70413289			87,72200064	89,27038806	138959,5613	92,40468799	87,37525079			267,4935538	284,7297844	225497,8085	292,9004316	249,3449243			449,2595808	479,8992262	139890,2016	494,9786168	435,3176785			2,523493251	2,555259784	129395,3808	2,56067046	2,463532754		
16.01.2019	197,4127839	203,9111537	233773,1411	212,4818164	195,6043419			24,74798382	24,82371878	89200,15166	26,27793411	24,16627129			89,14890924	91,65446081	150526,4088	91,66423044	88,53648212			273,6023915	285,4233702	312161,4848	285,6484338	261,1499935			465,0087981	475,6651196	130882,8986	477,5240084	448,1696723			2,634866453	2,622450339	120368,8298	2,689933122	2,580688592		
17.01.2019	203,9524217	209,4200674	220517,8087	214,9362116	202,6533553			24,47078124	24,49252714	92629,59655	25,53454629	23,03810891			89,20301515	85,20896266	135198,3267	90,45628234	85,04920201			290,1867928	293,2036246	293433,3522	297,8700178	288,9997022			489,1712119	480,7087369	153686,5566	498,7774176	458,0703302			2,372564656	2,333941742	138437,0568	2,375204939	2,308003148		
18.01.2019	209,3468415	199,9130214	232595,5516	214,6329581	197,7198552			25,0277456	26,05957381	110173,7183	26,68376289	24,61639571			83,91838388	86,3150584	64833,59686	91,75421607	83,28386993			285,9440604	274,6504018	313994,3104	291,6894637	264,9979129			470,5902205	533,4282019	152510,7049	534,4043614	461,7623717			2,516067316	2,503097869	155943,3664	2,562708953	2,436110158		
19.01.2019	196,6237287	197,4288728	171820,7091	203,9865133	192,8428163			26,22700959	26,13708887	106019,735	27,54781317	25,10610047			86,67400367	94,4964275	153041,3758	98,72478355	85,74109282			279,3317005	322,2728921	279471,9773	323,0797995	274,8011328			523,4700154	510,2159729	187980,6353	542,0372139	504,5089121			2,496141707	2,516544539	110957,5954	2,542006652	2,37646363		
20.01.2019	194,6886792	193,70164	198267,2807	198,437219	189,1551559			25,92228715	26,97810111	139370,5028	27,77247161	25,08844873			99,0328952	103,2214942	85457,6615	106,185627	95,21496907			323,481758	346,1791365	196979,3736	349,3906748	322,9332312			530,1205849	598,9402548	119382,0675	602,1726145	520,0805304			2,486918841	2,595373407	122380,8928	2,742891097	2,429802701		
21.01.2019	196,6151429	189,8337615	186398,4143	201,1165915	189,4524816			26,96732344	26,65880549	133387,4737	27,63227746	26,27058874			107,7075103	114,7239162	117949,9163	116,5378536	104,5279428			351,0627216	373,1837144	199757,8676	393,7096485	348,3079089			624,9628469	631,1460405	176515,4665	652,3891315	608,3991279			2,400442578	2,474521755	143424,2207	2,563866498	2,252586013		
23.01.2019	188,123053	185,6543702	170638,3031	193,3037126	183,8081022			27,0343481	27,62380864	123977,3268	28,13605271	26,42795721			115,8231266	116,9254152	149629,6416	117,0698943	114,8548014			365,2324773	388,8647095	315112,9776	392,0244432	361,0787771			611,3469101	607,6062217	116784,4301	617,2598159	586,2544447			2,565390304	2,491651996	143088,9982	2,572301046	2,459145566		
